name,brand,upc,source,created_at,category,alt_group,serving_g,calories,carbs_g,fiber_g,sugar_g,added_sugar_g,sugar_alcohols_g,protein_g,fat_g,sodium_mg,ingredients_text,__display,net_carbs_g,categories_all
Dark Rye Sourdough,Specially Selected,4088600327587,openfoodfacts,2025-09-12T17:50:01.509882+00:00,cereal,cereal,58.0,136.0,26.2,3.02,0.87,,,4.58,0.754,185.0,"wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), rye flour, water, wheat gluten, molasses, salt, malted barley flour,","{'carbs_g': '26.2g', 'fiber_g': '3.0g', 'sugar_g': '0.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.6g', 'fat_g': '0.8g', 'sodium_mg': '185mg'}",23.18,
Walnut Halves,The Foodie Market,4088600441658,openfoodfacts,2025-09-12T17:32:12.382555+00:00,nut,nuts-seeds,30.0,209.0,1.0,1.1,0.8,,,4.4,20.6,4.0,"Walnut halves, almonds, Brazil nuts, cashew nuts, hazelnuts, macadamia nuts, pecan nuts, pistachio nuts, peanuts, sesame","{'carbs_g': '1.0g', 'fiber_g': '1.1g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.4g', 'fat_g': '20.6g', 'sodium_mg': '4mg'}",0.0,
Cashew Nuts,The Foodie Market,4088600441672,openfoodfacts,2025-09-12T17:32:12.986113+00:00,nut,nuts-seeds,100.0,583.0,18.1,3.2,4.6,,,17.7,48.2,16.0,"Cashew nuts, almonds, Brazil nuts, hazelnuts, macadamia nuts, pecan nuts, pistachio nuts, walnuts, peanuts, sesame","{'carbs_g': '18.1g', 'fiber_g': '3.2g', 'sugar_g': '4.6g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '17.7g', 'fat_g': '48.2g', 'sodium_mg': '16mg'}",14.900000000000002,
Whole almonds,The Foodie Market,4088600441689,openfoodfacts,2025-09-12T17:33:29.033247+00:00,nut,nuts-seeds,30.0,178.0,2.73,3.75,1.32,,,6.36,15.0,1.2,"Almonds, Brazil nuts, cashews, hazelnuts, macadamia nuts, pecan nuts, pistachio nuts, walnuts, peanuts, sesame.","{'carbs_g': '2.7g', 'fiber_g': '3.8g', 'sugar_g': '1.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.4g', 'fat_g': '15.0g', 'sodium_mg': '1mg'}",0.0,
Dry Roasted Peanuts,Southern Grove,4099100026771,openfoodfacts,2025-09-09T20:07:25.831489,nut,nuts-seeds,28.0,160.0,6.0,2.0,1.0,,,7.0,14.0,0.0,peanuts,"{'carbs_g': '6.0g', 'fiber_g': '2.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '14.0g', 'sodium_mg': '0mg'}",4.0,
Organic Quinoa,Simply Nature,4099100032833,openfoodfacts,2025-09-09T20:03:38.478326,grain,quinoa,45.0,170.0,30.0,4.0,0.0,0.0,,6.0,2.5,0.0,"organic quinoa,","{'carbs_g': '30.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",26.0,
Quinoa,Simply Nature,4099100051902,openfoodfacts,2025-09-09T20:03:43.332204,grain,quinoa,45.0,170.0,29.0,,,,,6.0,2.5,0.0,"organic white quinoa,","{'carbs_g': '29.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",29.0,
"sharp yellow cheddar cheese, dried cranberries & roasted cashew splits",snack selects,4099100072587,openfoodfacts,2025-09-12T18:33:52.512716+00:00,nut,nuts-seeds,100.0,428.571428571429,23.8095238095238,2.38095238095238,16.6666666666667,14.2857142857143,,16.6666666666667,28.5714285714286,0.452380952380952,"CHEDDAR CHEESE ([CULTURED, PASTEURIZED MILK, SALT, ENZYMES, ANNATTO (VEGETABLE, CELLULOSE]), DRIED CHERRY FLAVORED CRANBERRIES, COLOR)], ANTI-CAKING BLEND [POTATO STARCH, POWDERED, (CRANBERRIES, SUGAR, CHERRY JUICE CONCENTRATE,, NATURAL FLAVORS, SUNFLOWER OIL), ROASTED SEA, AND/OR COTTONSEED OIL,, SALTED CASHEWS (CASHEWS, PEANUT, SEA SALT)., (CASHEWS).","{'carbs_g': '23.8g', 'fiber_g': '2.4g', 'sugar_g': '16.7g', 'added_sugar_g': '14.3g', 'sugar_alcohols_g': 'not listed', 'protein_g': '16.7g', 'fat_g': '28.6g', 'sodium_mg': '0mg'}",21.42857142857142,nuts-and-seeds
New Orleans Style Red Beans and Rice,,4099100076851,openfoodfacts,2025-09-09T20:03:21.877820,grain,rice,100.0,430.7692,72.3077,,1.5385,,,12.3077,2.3077,1369.2308,"enriched parboiled long grain rice (rice, iron phosphate, niacin, thiamin mononitrate, folic acid), red beans, bleached wheat flour (bleached wheat flour, niacin, reduced iron, thiami̇n mononitrate, riboflavin, enzyme, folic acid), pinto beans, salt, dehýdrated vegetables (onion, bell peppers), soy šauce (wheat, soybeans, salt), yeast extract, garlic powder, modified food starch, maltodextrin, caramel color, spices, disodium inosinatę and guanylate, jalapeno powder, extractive of paprika, whey, natural smoke flavor,","{'carbs_g': '72.3g', 'fiber_g': 'not listed', 'sugar_g': '1.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '12.3g', 'fat_g': '2.3g', 'sodium_mg': '1369mg'}",72.3077,
Steel Cut Oats,Aldi,4099100078053,openfoodfacts,2025-09-09T20:02:18.793590,grain,oats,40.0,150.0,27.0,4.0,0.0,,,5.0,2.5,0.0,WHOLE GRAIN STEEL CUT OATS,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Ready-to-eat Quinoa meal,Aldi,4099100091731,openfoodfacts,2025-09-09T20:03:44.926096,grain,quinoa,100.0,97.777777777778,13.777777777778,,2.2222222222222,,,2.6666666666667,3.5555555555556,222.22222222222,,"{'carbs_g': '13.8g', 'fiber_g': 'not listed', 'sugar_g': '2.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.7g', 'fat_g': '3.6g', 'sodium_mg': '222mg'}",13.777777777778,
Quinoa Blend,Earthly Grains,4099100094831,openfoodfacts,2025-09-09T20:04:00.470632,grain,rice,100.0,371.42857142857,72.857142857143,,1.4285714285714,,,10.0,5.7142857142857,600.0,"QUINOA, PRECOOKED PARBOILED LONG GRAIN BROWN RICE, MALTODEXTRIN, SUNFLOWER OIL POWDER (SUNFLOWER OIL, MODIFIED CORNSTARCH, MALTODEXTRIN, MIXED TOCOPHEROLS), SALT, GARLIC POWDER, ONION POWDER, SUGAR, BASIL, YEAST EXTRACT, NATURAL FLAVORS, BLACK PEPPER.","{'carbs_g': '72.9g', 'fiber_g': 'not listed', 'sugar_g': '1.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '5.7g', 'sodium_mg': '600mg'}",72.857142857143,
Quinoa,Simply Nature,4099100129458,openfoodfacts,2025-09-09T20:03:55.189910,grain,quinoa,100.0,372.09302325581,65.116279069767,,0.0,,,13.953488372093,4.6511627906977,0.0,,"{'carbs_g': '65.1g', 'fiber_g': 'not listed', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '14.0g', 'fat_g': '4.7g', 'sodium_mg': '0mg'}",65.116279069767,
Long grain & wild rice mix garlic and herb,Earthly Grains (Aldi),4099100132816,openfoodfacts,2025-09-09T20:03:04.896688,grain,rice,56.0,230.0,42.0,1.0,0.0,0.0,,5.0,4.5,610.0,"PARBOILED LONG GRAIN RICE, WILD RICE, ORZO (WHEAT FLOUR), SALT, GARLIC*, MALTODEXTRIN, ONION*, YEAST EXTRACT, PARSLEY*, BLACK PEPPER, NATURAL FLAVORS, SAGE, TURMERIC (COLOR), BASIL, THYME, CELERY, ROSEMARY, NATURAL SMOKE FLAVOR.","{'carbs_g': '42.0g', 'fiber_g': '1.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '4.5g', 'sodium_mg': '610mg'}",41.0,
Earthly grain90 second microwavable white rice jasmine,Aldi,4099100136388,openfoodfacts,2025-09-09T20:03:07.185731,grain,rice,140.0,270.0,55.0,1.0,,,,5.0,4.0,0.0,"utrition facts inced water, white jasmine rice, about 2 servings per container sunflower oil, soy serving size 1 cup (140g) lecithin, acacia gum, per serving| per pouch xanthan gum, calories 270 460 dist, ,","{'carbs_g': '55.0g', 'fiber_g': '1.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '4.0g', 'sodium_mg': '0mg'}",54.0,
White Quinoa,Simply Nature,4099100225655,openfoodfacts,2025-09-09T20:03:48.102627,grain,quinoa,100.0,363.63636363636,63.636363636364,6.8181818181818,4.5454545454545,,,13.636363636364,6.8181818181818,0.0,ORGANIC WHITE QUINOA,"{'carbs_g': '63.6g', 'fiber_g': '6.8g', 'sugar_g': '4.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.6g', 'fat_g': '6.8g', 'sodium_mg': '0mg'}",56.81818181818221,
Quick Cook Brown Rice,Simply Nature,4099100250480,openfoodfacts,2025-09-09T20:03:14.640947,grain,rice,50.0,180.0,38.0,2.0,,,,4.0,2.0,50.0,ORGANIC BROWN RICE.,"{'carbs_g': '38.0g', 'fiber_g': '2.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '2.0g', 'sodium_mg': '50mg'}",36.0,
Bio smoothie,Nature Active Bio,4099200414102,openfoodfacts,2025-09-09T20:10:05.220445,drink,drink,100.0,60.0,12.0,,12.0,,,0.6,0.5,4.0,,"{'carbs_g': '12.0g', 'fiber_g': 'not listed', 'sugar_g': '12.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.6g', 'fat_g': '0.5g', 'sodium_mg': '4mg'}",12.0,
Quinoa,Shoprite,41190056712,openfoodfacts,2025-09-09T20:03:54.404004,grain,quinoa,47.0,170.0,31.0,4.0,2.0,0.0,,7.0,2.0,45.0,,"{'carbs_g': '31.0g', 'fiber_g': '4.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '2.0g', 'sodium_mg': '45mg'}",27.0,
Tri-Color Quinoa,H-E-B,41220177394,openfoodfacts,2025-09-09T20:03:46.512147,grain,quinoa,79.0,160.0,30.0,3.0,,,,7.0,3.0,0.0,"ORGANIC WHITE QUINOA, ORGANIC RED QUINOA, ORGANIC BLACK QUINOA","{'carbs_g': '30.0g', 'fiber_g': '3.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",27.0,
Steel Cuts Oats,H-E-B,41220920761,openfoodfacts,2025-09-09T20:02:47.794231,grain,oats,100.0,150.0,27.0,4.0,0.0,,,5.0,2.5,0.0,,"{'carbs_g': '27.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",23.0,
Jasmine Rice(cajas),Goya,41331026208,openfoodfacts,2025-09-09T20:03:08.727876,grain,rice,50.0,180.0,40.0,,0.0,0.0,,4.0,0.0,0.02,JASMINE RICE,"{'carbs_g': '40.0g', 'fiber_g': 'not listed', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",40.0,
Dried Cranberries & Glazed Walnut Pieces,GreenWise,41415054301,openfoodfacts,2025-09-12T18:34:44.510911+00:00,nut,nuts-seeds,100.0,450.0,60.0,0.0,50.0,,,10.0,25.0,100.0,"ORGANIC GLAZED WALNUT PIECES (ORGANIC WALNUTS, ORGANIC SUGAR, ORGANIC SUNFLOWER OIL, ORGANIC HONEY, SEA SALT), DRIED DARK SWEET CHERRIES (ORGANIC CHERRIES, ORGANIC SUGAR, SUNFLOWER OIL), DRIED CRANBERRIES (ORGANIC CRANBERRIES, ORGANIC SUGAR, SUNFLOWER OIL)","{'carbs_g': '60.0g', 'fiber_g': '0g', 'sugar_g': '50.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '25.0g', 'sodium_mg': '100mg'}",60.0,nuts-and-seeds
Southwest Style Quinoa,,41415123533,openfoodfacts,2025-09-09T20:03:29.925181,grain,rice,100.0,156.0,18.370000839233,,2.4700000286102,,,3.1800000667572,7.7699999809265,84.8,,"{'carbs_g': '18.4g', 'fiber_g': 'not listed', 'sugar_g': '2.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.2g', 'fat_g': '7.8g', 'sodium_mg': '85mg'}",18.370000839233,
SPARKLING NATURAL MINERAL WATER,S.PELLEGRINO,41508800082,openfoodfacts,2025-09-09T20:10:14.137036,drink,drink,500.0,0.0,0.0,,,,,0.0,0.0,80.0,carbonated mineral water,"{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '80mg'}",0.0,
Edys Dibs crunch 4 oz,Nestlé,41548825533,openfoodfacts,2025-09-09T20:07:55.442360,dessert,ice-cream,103.0,370.0,32.0,1.0,26.0,20.0,,4.0,25.0,0.0,"Coating (coconut oil, palm oil, sugar, cocoa, reduced minerals whey, milk, chocolate, natural flavor, soy lecithin), dairy product solids, skim milk, sugar, cream, corn syrup, crisp rice (rice flour, sugar, salt, calcium carbonate), tapioca maltodextrin, propylene glycol monostearate, cellulose gel, guar gum, monoglycerides, carob bean gum, natural flavor, cellulose gum, salt.","{'carbs_g': '32.0g', 'fiber_g': '1.0g', 'sugar_g': '26.0g', 'added_sugar_g': '20.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '25.0g', 'sodium_mg': '0mg'}",31.0,
Lightly Salted Almonds,Blue Diamond,41570057254,openfoodfacts,2025-09-09T20:07:14.679141,nut,nuts-seeds,28.0,170.0,5.0,3.0,1.0,0.0,,6.0,16.0,0.04,"almonds, vegetable oil (canola, safflower and/or sunflower), sea salt,","{'carbs_g': '5.0g', 'fiber_g': '3.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '16.0g', 'sodium_mg': '0mg'}",2.0,
Honey Roasted Almonds,Blue Diamond Almonds,41570072561,openfoodfacts,2025-09-09T20:07:15.472320,nut,nuts-seeds,28.0,160.0,9.0,2.0,5.0,4.0,,5.0,13.0,60.0,"ALMONDS, SUGAR, VEGETABLE OIL (CANOLA, SAFFLOWER AND/OR SUNFLOWER), HONEY, SALT AND CORN MALTODEXTRIN.","{'carbs_g': '9.0g', 'fiber_g': '2.0g', 'sugar_g': '5.0g', 'added_sugar_g': '4.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '13.0g', 'sodium_mg': '60mg'}",7.0,
Lightly Salted Almonds,Blue Diamond,41570130766,openfoodfacts,2025-09-09T20:07:24.257828,nut,nuts-seeds,28.0,170.0,5.0,3.0,1.0,0.0,,6.0,16.0,40.0,"ALMONDS, VEGETABLE OIL (ALMOND, CANOLA, SAFFLOWER AND/OR SUNFLOWER), SEA SALT.","{'carbs_g': '5.0g', 'fiber_g': '3.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '16.0g', 'sodium_mg': '40mg'}",2.0,
Steel Cut Quick Cooking Oatmeal with flax seeds,Better Oats,42400015932,openfoodfacts,2025-09-09T20:02:11.805015,grain,oats,375.0,130.0,22.0,1.0,0.0,0.0,,4.0,3.0,0.0,"Whole Grain Steel Cut Oats, Flaxseed, Stearic Acid, Salt.","{'carbs_g': '22.0g', 'fiber_g': '1.0g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",21.0,
Energie 1 Protein Shake,XbyX,4270000981708,openfoodfacts,2025-09-09T20:09:50.275643,drink,drink,100.0,332.0,10.8,,2.0,,,51.7,5.2,840.0,,"{'carbs_g': '10.8g', 'fiber_g': 'not listed', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '51.7g', 'fat_g': '5.2g', 'sodium_mg': '840mg'}",10.8,
Roasted & salted Mixed Nuts,Trader Joe's,429924,openfoodfacts,2025-09-09T20:07:03.411318,nut,nuts-seeds,30.0,198.0,1.86,1.62,1.14,,,8.28,17.2,63.6,"Peanuts (29%), Almonds (29%), Cashew Nuts (19%), Hazelnuts (19%), Rapeseed Oil, Salt.","{'carbs_g': '1.9g', 'fiber_g': '1.6g', 'sugar_g': '1.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.3g', 'fat_g': '17.2g', 'sodium_mg': '64mg'}",0.24,
Mamas Babydream Stillsaft,Rossmann,4305615541693,openfoodfacts,2025-09-09T20:09:51.976619,drink,drink,200.0,94.0,22.0,1.0,22.0,,,1.0,1.0,8.0,"Apfelsaft 89%, Traubensaft 6,5%, Johannisbeersaft 2%, Aroniasaft 2%, Holundersaft 0,5% Vitamin C, Eisen-II-Sulfat, Zinkoxid, Vitamin B6, Vitamin B1, Folsäure, Kaliumjodid","{'carbs_g': '22.0g', 'fiber_g': '1.0g', 'sugar_g': '22.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.0g', 'fat_g': '1.0g', 'sodium_mg': '8mg'}",21.0,
Salted Pumpkin,Tong Garden,4383565563163,openfoodfacts,2025-09-12T18:35:29.808343+00:00,nut,nuts-seeds,100.0,0.0,,,,,,,,0.0,"Pumpkin Seed (99%), Salt (1%), Packaging Gas [Nitrogen (INS941)]","{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,nuts-and-seeds
English Muffins,Thomas',48121102081,openfoodfacts,2025-09-12T18:49:39.354521+00:00,bread,bread,61.0,294.117647058824,56.8627450980392,1.96078431372549,1.96078431372549,0.0,,9.80392156862745,1.96078431372549,0.431372549019608,"enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamin mononitrate [vitamin B1], riboflavin [vitamin B2], folic acid), water, farina, yeast, salt, sugar, calcium propionate, sorbic acid, vegetable oil (soybean), wheat gluten, grain vinegar, soy lecithin, soy, whey","{'carbs_g': '56.9g', 'fiber_g': '2.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '9.8g', 'fat_g': '2.0g', 'sodium_mg': '0mg'}",54.90196078431371,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|special-breads|english-muffins
Bagels,THOMAS',48121253196,openfoodfacts,2025-09-12T18:51:13.448524+00:00,bread,bread,95.0,270.0,47.0,2.0,5.0,5.26315789473684,,10.0,4.0,370.0,"ENRICHED WHEAT FLOUR (FLOUR, MALTED LEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONTRATE (VITAMIN  B1), RIBOFLAVIN (VITAMIN  B2), FOLIC ACID, WATER, SUGAR, SUNFLOWER SEEDS, YEAST, WHEAT GLUTEN, SESAME SEEDS, ONION, SALT, CORNMEAL, CALCIUM PROPIONATE, SORBIC ACID, POPPY SEEDS, MONO AND DIGLYCERIDES, GARLIC, CITRIC ACID, GUAR GUM, MALTODEXTRIN, soybean OIL, CELLULOSE GUM, CORNSTARCH, ALGIN, SOY LECITHIN.","{'carbs_g': '47.0g', 'fiber_g': '2.0g', 'sugar_g': '5.0g', 'added_sugar_g': '5.3g', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '4.0g', 'sodium_mg': '370mg'}",45.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|special-breads|bagel-breads
Bagels Plain,THOMAS',48121277079,openfoodfacts,2025-09-12T18:52:01.222359+00:00,bread,bread,95.0,270.0,53.0,2.0,6.0,5.0,,10.0,1.501,450.0,"Enriched Wheat Flour [Flour, Malted Barley Flour, Reduced Iron, Niacin, Thiamin Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Folic Acid], Water, Sugar, Yeast, Wheat Gluten, Salt, Cornmeal, Calcium Propionate, Sorbic Acid, Mono-glycerides, Citric Acid, Guar Gum, Vegetable Oil (Soybean), Soy Lecithin, Sesame Seeds","{'carbs_g': '53.0g', 'fiber_g': '2.0g', 'sugar_g': '6.0g', 'added_sugar_g': '5.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '1.5g', 'sodium_mg': '450mg'}",51.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|special-breads|bagel-breads
Coca-Cola Zero Sugar,Coca-Cola,49000042566,openfoodfacts,2025-09-09T20:09:55.125606,drink,drink,355.0,0.0,0.0,,,,,0.0,0.0,40.114999999999995,"carbonated water, caramel color, phosphoric acid, aspartame, potassium benzoate, natural flavors, potassium citrate, acesulfame potassium, caffeine","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '40mg'}",0.0,
Coke Original Taste,Coke,4963406,openfoodfacts,2025-09-09T20:09:47.139643,drink,drink,340.19399999999996,140.0,39.0,0.0,39.0,39.0,,0.0,0.0,0.045,"carbonated water, high fructose corn syrup, caramel color, phosphoric acid, natural flavors, caffeine","{'carbs_g': '39.0g', 'fiber_g': '0g', 'sugar_g': '39.0g', 'added_sugar_g': '39.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",39.0,
Diet Coke,Coca-Cola,4965802,openfoodfacts,2025-09-09T20:09:52.765583,drink,drink,340.194,0.0,0.0,,,,,0.0,0.0,40.143,"CARBONATED WATER, CARAMEL COLOR, ASPARTAME, PHOSPHORIC ACID, POTASSIUM BENZOATE (TO PROTECT TASTE), NATURAL FLAVORS, CITRIC ACID, CAFFEINE.

PHENYLKETONURICS: CONTAINS PHENYLALANINE

NO CALORIES, NO SUGAR","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '40mg'}",0.0,
Quick Cooking White Oats,Quaker,5000108022824,openfoodfacts,2025-09-09T20:02:08.600783,grain,oats,40.0,150.0,24.0,3.6,0.4,,,4.4,3.2,0.0,100% wholegrain rolled oats.,"{'carbs_g': '24.0g', 'fiber_g': '3.6g', 'sugar_g': '0.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.4g', 'fat_g': '3.2g', 'sodium_mg': '0mg'}",20.4,
Quaker apple & blueberry flavour hot oat cereal,Quaker,5000108575443,openfoodfacts,2025-09-09T20:06:40.038449,grain,oats,100.0,372.0,63.0,6.4,22.0,,,15.0,5.5,180.0,"Quaker Rolled _Oats_ (67%), Skimmed _Milk_ Powder, Sugar, Salt, Natural Flavourings, Anticaking Agent (Calcium Phosphate). ALLERGY ADVICE: For allergens, see ingredients in bold. May contain wheat, barley, soya.","{'carbs_g': '63.0g', 'fiber_g': '6.4g', 'sugar_g': '22.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '15.0g', 'fat_g': '5.5g', 'sodium_mg': '180mg'}",56.6,
Coca-Cola Zero,Coca Cola,5000112519945,openfoodfacts,2025-09-09T20:10:12.483196,drink,drink,330.0,0.66,0.0,,0.0,,,0.0,0.0,26.4,"REFRIGERANTE DE EXTRATOS VEGETAIS. Contém edulcorantes. Elaborado em Portugal, com orgulho. Ingredientes: água, dióxido de carbono, corante caramelo E-150d, acidificante ácido fosfinco edulcorantes: ciclamato de sódio, acessulfane K aspartame e glicosideos de esteviol produzidos enzimaticamente, aromas naturais, aroma cafeina e regulador de acidez: citratos de sódio Contém uma fonte de fenilalanina.","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '26mg'}",0.0,
Garden Peas,Birds Eye,5000116127610,openfoodfacts,2025-09-12T18:38:48.421807+00:00,nut,nuts-seeds,80.0,54.4,6.0,4.8,3.92,,,3.92,0.56,3.2,peas,"{'carbs_g': '6.0g', 'fiber_g': '4.8g', 'sugar_g': '3.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.9g', 'fat_g': '0.6g', 'sodium_mg': '3mg'}",1.2000000000000002,plant-based-foods-and-beverages|plant-based-foods|fruits-and-vegetables-based-foods|legumes-and-their-products|vegetable-based-foods-and-beverages|legumes|seeds|vegetables-based-foods|legume-seeds|vegetables|pulses|green-peas
Crunchy Nut Corn Flakes Cereal,Kellogg's,5000127049307,openfoodfacts,2025-09-12T17:31:38.623934+00:00,cereal,cereal,30.0,119.0,25.0,0.8,11.0,,,1.8,1.4,92.0,"Maize, sugar, peanuts (6%), barley malt extract, molasses, honey (1%), salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.","{'carbs_g': '25.0g', 'fiber_g': '0.8g', 'sugar_g': '11.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.8g', 'fat_g': '1.4g', 'sodium_mg': '92mg'}",24.2,
Roasted & Salted Pistachios,COOP,5000128975797,openfoodfacts,2025-09-09T20:07:13.131152,nut,nuts-seeds,13.0,76.0,1.4,1.4,0.8,,,3.4,6.0,64.0,"pistachios (96%), salt","{'carbs_g': '1.4g', 'fiber_g': '1.4g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.4g', 'fat_g': '6.0g', 'sodium_mg': '64mg'}",0.0,
