name,brand,upc,source,created_at,category,alt_group,serving_g,calories,carbs_g,fiber_g,sugar_g,added_sugar_g,sugar_alcohols_g,protein_g,fat_g,sodium_mg,ingredients_text,__display,net_carbs_g,categories_all
Harrys brioche tressee nature au sucre perle sans additifs 500g,Harrys,3228857001231,openfoodfacts,2025-09-12T17:49:59.583518+00:00,cereal,cereal,50.0,178.0,24.5,2.25,6.5,,,4.3,6.5,160.0,"wheat flour 52%, eggs 12%, water, rapeseed oil 11%, sugar 9%, glucose-fructose syrup, sugar beaded 2,4% (sugar, vegetable fat : shea butter, aroma), wheat gluten, yeast, flavourings including orange flower (contains alcohol), vegetable extracts for coloring (turmeric, paprika), salt, fiber of wheat, flour, malted barley extract, acerola, may contain traces of soy, milk, fruits nuts and sesame seeds,","{'carbs_g': '24.5g', 'fiber_g': '2.2g', 'sugar_g': '6.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.3g', 'fat_g': '6.5g', 'sodium_mg': '160mg'}",22.25,
Brioche moins de sucre,Harrys,3228857001378,openfoodfacts,2025-09-12T17:50:29.640694+00:00,cereal,cereal,27.0,88.3,12.2,1.94,2.51,,,2.27,2.97,108.0,"Farine de BLÉ 52,5%, eau, OEUFS frais 9%, huile de colza, sucre 8,5%, arôme (contient alcool), fibres (BLÉ, AVOINE), gluten de BLÉ, levure, sel, extraits végétaux à pouvoir colorant (curcuma, paprika), extrait d'acérola. Peut contenir des traces de LAIT, SOJA, FRUITS A COQUE, GRAINES DE SÉSAME.","{'carbs_g': '12.2g', 'fiber_g': '1.9g', 'sugar_g': '2.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.3g', 'fat_g': '3.0g', 'sodium_mg': '108mg'}",10.26,
Harrys pain de mie extra moelleux complet sans sucres ajoutés 500g,Harrys,3228857001491,openfoodfacts,2025-09-09T20:08:40.367177,cereal,cereal,41.7,112.0,19.2,2.5,2.13,,,3.63,1.71,200.0,"Farine complète de _blé_ (44 %), eau, farine de blé, huile de colza, levure, arôme (contient alcool), sel, vinaigre, gluten de _blé_, extrait d'acérioa","{'carbs_g': '19.2g', 'fiber_g': '2.5g', 'sugar_g': '2.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.6g', 'fat_g': '1.7g', 'sodium_mg': '200mg'}",16.7,
Pain de mie complet sans croute 500g,U,3256221848854,openfoodfacts,2025-09-09T20:09:05.837200,cereal,cereal,8.0,56.9,9.76,1.31,1.67,,,1.93,0.833,95.2,"Farine complète de BLÉ (France) 58 %, eau, sucre, levure, huile de colza, GLUTEN DE BLÉ, sel, vinaigre d'alcool, farine de BLÉ, émulsifiant : mono - et diglycérides d acides gras, conservateur : propionate de calcium, agent de traitement de la farine : acide ascorbique.","{'carbs_g': '9.8g', 'fiber_g': '1.3g', 'sugar_g': '1.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.9g', 'fat_g': '0.8g', 'sodium_mg': '95mg'}",8.45,
Menguy's Beurre de cacahuètes creamy,Menguy's,3327272107259,openfoodfacts,2025-09-12T17:29:18.128912+00:00,nut,nuts-seeds,100.0,629.0,12.0,6.7,8.7,,,25.0,52.0,344.0,"roasted peanuts of the americas 86%, vegetable butter (salt, cocoa), sugar, salt,","{'carbs_g': '12.0g', 'fiber_g': '6.7g', 'sugar_g': '8.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '25.0g', 'fat_g': '52.0g', 'sodium_mg': '344mg'}",5.3,
Menguy's Beurre de cacahuètes crunchy,Menguy's,3327272107266,openfoodfacts,2025-09-12T17:30:53.330690+00:00,nut,nuts-seeds,100.0,629.0,12.0,6.7,8.5,,,25.0,52.0,292.0,"CACAHUETES 87%, beurre végétal (sal, cacao), sucre, sel. Traces éventuelles de fruits à coque, soja et gluten de blé.","{'carbs_g': '12.0g', 'fiber_g': '6.7g', 'sugar_g': '8.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '25.0g', 'fat_g': '52.0g', 'sodium_mg': '292mg'}",5.3,
Menguy's Peanut 100%,Menguy's,3327272107969,openfoodfacts,2025-09-12T17:29:16.988035+00:00,nut,nuts-seeds,100.0,610.0,13.0,7.0,6.2,,,28.0,48.0,20.0,Cacahuetes 100%,"{'carbs_g': '13.0g', 'fiber_g': '7.0g', 'sugar_g': '6.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '28.0g', 'fat_g': '48.0g', 'sodium_mg': '20mg'}",6.0,
LIGHT RYE CRISPBREAD SWEDISH STYLE,wasa,33617322616,openfoodfacts,2025-09-12T18:51:07.572026+00:00,bread,bread,18.0,60.0,15.0,4.0,,,,2.0,0.0,70.0,"WHOLE GRAIN RYE FLOUR, SALT.","{'carbs_g': '15.0g', 'fiber_g': '4.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.0g', 'fat_g': '0g', 'sodium_mg': '70mg'}",11.0,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|crispbreads|crispbreads-wholemeal
Biscottes 6 Céréales,Heudebert,3392460480827,openfoodfacts,2025-09-12T17:50:07.286958+00:00,cereal,cereal,44.1,177.0,29.5,2.21,1.5,,,5.73,3.44,282.0,"Céréales 93 % (farine de BLÉ 79,4 %, flocons de BLÉ malté 4,4 %, flocons d'AVOINE 1,7 %, farine d'ORGE malté 1,5 %, farine de SEIGLE 1,2 %, semoule de BLÉ 1,2 %, farine d'ORGE 1,2 %, farine de sarrasin 1,2 %, farine de riz 1,2 %), levure, graines de lin 3,6 %, graines de SÉSAME 3,4 %, huile de palme, sirop de glucose-fructose, sel, gluten de BLÉ, sucre, agent de traitement de la farine (acide ascorbique), émulsifiants (E 471, E 481), amidon de BLÉ.","{'carbs_g': '29.5g', 'fiber_g': '2.2g', 'sugar_g': '1.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.7g', 'fat_g': '3.4g', 'sodium_mg': '282mg'}",27.29,
Amandes grillées sans sel,maître prunille,3502490099177,openfoodfacts,2025-09-12T17:31:15.603867+00:00,drink,drink,30.0,191.0,1.62,2.79,1.35,,,7.5,16.5,0.0,_Amandes_ décortiquées grillées,"{'carbs_g': '1.6g', 'fiber_g': '2.8g', 'sugar_g': '1.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.5g', 'fat_g': '16.5g', 'sodium_mg': '0mg'}",0.0,
Haricots blancs,Marque Repère,3564700737927,openfoodfacts,2025-09-12T18:38:45.772868+00:00,nut,nuts-seeds,100.0,75.0,10.0,5.0,0.8,,,5.0,0.6,336.0,"Eau, haricots blancs secs trempés, sel, arôme naturel.","{'carbs_g': '10.0g', 'fiber_g': '5.0g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '0.6g', 'sodium_mg': '336mg'}",5.0,plant-based-foods-and-beverages|plant-based-foods|legumes-and-their-products|canned-foods|legumes|seeds|canned-plant-based-foods|legume-seeds|pulses|common-beans|canned-legumes|white-beans|canned-common-beans
wholemeal sourdough bread,Taste the difference,363167,openfoodfacts,2025-09-12T18:48:59.951896+00:00,bread,bread,45.0,116.0,19.1,2.07,1.17,,,4.91,1.8,175.0,"wholemeal british _wheat_ flour, water, rapseed oil, sea salt, _wheat_ gluten, extra virgin olive oil 1%, _soya_ flour, fermented _wheat_ flour, fortified wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), _wheat_ flour, flour treatment agent:ascorbic acid.","{'carbs_g': '19.1g', 'fiber_g': '2.1g', 'sugar_g': '1.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.9g', 'fat_g': '1.8g', 'sodium_mg': '175mg'}",17.03,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|sliced-breads|wholemeal-breads|wholemeal-sliced-breads
Honey Nut Toasted Oats Cereal,Full Circle,36800422117,openfoodfacts,2025-09-09T20:02:40.335682,nut,nuts-seeds,28.0,109.0,22.5,2.05,7.51,,,2.73,1.37,95.6,"Organic whole grain oats, organic cane sugar, organic rice, organic honey, organic almonds, sea salt, calcium carbonate, tocopherols (antioxidants to maintain freshness).","{'carbs_g': '22.5g', 'fiber_g': '2.0g', 'sugar_g': '7.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.7g', 'fat_g': '1.4g', 'sodium_mg': '96mg'}",20.45,
Pain De Mie Bio,La Boulangère,3760049790214,openfoodfacts,2025-09-12T17:48:50.332949+00:00,cereal,cereal,35.7,95.7,16.8,1.75,2.25,,,2.89,1.5,157.0,"wheat flour*, water, whole wheat flour* 13%, brown cane sugar*, yeast, rapeseed oil*, apple cider vinegar*, wheat bran*, salt, wheat gluten*, ascorbic acid, possible traces of soy","{'carbs_g': '16.8g', 'fiber_g': '1.8g', 'sugar_g': '2.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.9g', 'fat_g': '1.5g', 'sodium_mg': '157mg'}",15.05,
Pain de mie grandes tranches Toastiligne complet,la boulangère,3760049790252,openfoodfacts,2025-09-12T17:50:44.716907+00:00,cereal,cereal,38.4,86.8,15.0,2.38,1.08,,,3.84,0.73,151.0,"whole wheat flour, water, wheat gluten, yeast, salt, wheat flour, vinegar, calcium propionate preservative, mono - and diglycerides emulsifier (of plant origin), ascorbic acid, fair trade ingredients","{'carbs_g': '15.0g', 'fiber_g': '2.4g', 'sugar_g': '1.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.8g', 'fat_g': '0.7g', 'sodium_mg': '151mg'}",12.62,
Tartines campagne 450g,La boulangere,3760049791006,openfoodfacts,2025-09-12T17:49:14.307384+00:00,cereal,cereal,37.5,103.0,16.1,1.46,0.975,,,3.34,2.44,180.0,"Farine de BLÉ* 57 %, eau, huile de colza, GLUTEN DE BLÉ, levure, semoule de BLÉ dur, levains de BLÉ dévitalisés, sel, arôme naturel (contient alcool), conservateur : propionate de calcium, farine de SEIGLE, farine d'ORGE maltée torréfiée, levure désactivée, farine de BLÉ malté torréfié, antioxydant : acide ascorbique. Traces éventuelles d'œufs, soja et lait.* Ingrédient issu du commerce équitable français.","{'carbs_g': '16.1g', 'fiber_g': '1.5g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.3g', 'fat_g': '2.4g', 'sodium_mg': '180mg'}",14.64,
Pain de mie Bio grandes tranches céréales & graines 500g,La Boulangère,3760049794298,openfoodfacts,2025-09-12T17:50:30.852770+00:00,cereal,cereal,35.7,107.0,16.4,1.89,2.0,,,3.14,2.82,171.0,"wheat flour 54%, water, rapeseed oil, yeast, red cane sugar, shelled sunflower seeds 3.3%, cider vinegar, brown flaxseed 2.7%, wheat flakes - 2.7%, rye flour - 1.6%, shelled millet seeds 1.6%, wheat gluten, salt, roasted malted barley flour - 0.3%, flour processing agent: ascorbic acid,","{'carbs_g': '16.4g', 'fiber_g': '1.9g', 'sugar_g': '2.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.1g', 'fat_g': '2.8g', 'sodium_mg': '171mg'}",14.509999999999998,
Pain de mie grandes tranches Seigle & Graines 500g,La Boulangère,3760049798609,openfoodfacts,2025-09-12T17:48:15.742387+00:00,cereal,cereal,35.7,106.0,13.2,2.57,1.5,,,4.28,3.43,137.0,"wheat flour* 41%, water, brown flax seeds 6,1%, yellow flax seeds 6,1%, hulled sunflower seeds 6%, rye flour 5,1%, wheat gluten, roasted malted barley flour, yeast, barley malt extract, salt, vinegar, natural flavouring (contains alcohol), preservative: calcium propionate, antioxidant: acerola extract, possible traces of eggs, milk, sesame seeds, soya and mustard, * ingredient from french fair trade,","{'carbs_g': '13.2g', 'fiber_g': '2.6g', 'sugar_g': '1.5g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.3g', 'fat_g': '3.4g', 'sodium_mg': '137mg'}",10.63,
Cereal,Kellogg's,38000001208,openfoodfacts,2025-09-09T20:06:41.799841,cereal,cereal,42.0,150.0,36.0,1.0,4.0,4.0,,3.0,0.0,300.0,"Milled corn, sugar, malt flavor, contains 2% or less of salt. bht added to packaging for freshness. vitamins and minerals: iron, vitamin c (sodium ascorbate, ascorbic acid), niacinamide, vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin hydrochloride), vitamin a palmitate, folic acid, vitamin d, vitamin b12.","{'carbs_g': '36.0g', 'fiber_g': '1.0g', 'sugar_g': '4.0g', 'added_sugar_g': '4.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '0g', 'sodium_mg': '300mg'}",35.0,
Organic Oatmeal Classic with Flax & Chia imp,Bob's Red Mill,39978008046,openfoodfacts,2025-09-09T20:02:37.423015,grain,oats,51.0,200.0,33.0,6.02,1.0,,,7.0,4.5,0.15,"Organic whole grain oats, organic chia seed, organic flaxseed, salt.","{'carbs_g': '33.0g', 'fiber_g': '6.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '4.5g', 'sodium_mg': '0mg'}",26.98,
Organic Tri-color Quinoa,Bob's Red Mill,39978009463,openfoodfacts,2025-09-09T20:03:50.436618,grain,quinoa,48.0,180.0,34.0,3.98,0.998,,,6.0,2.0,0.0,Organic whole grain quinoa,"{'carbs_g': '34.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.0g', 'sodium_mg': '0mg'}",30.02,
Organic Quick Cooking Steel Cut Oats,Bob's Red Mill,39978009616,openfoodfacts,2025-09-09T20:02:50.276569,grain,oats,36.0,50.4,9.0,1.44,0.0,0.0,,1.44,0.9,0.0,Organic Whole Grain Oats.,"{'carbs_g': '9.0g', 'fiber_g': '1.4g', 'sugar_g': '0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.4g', 'fat_g': '0.9g', 'sodium_mg': '0mg'}",7.56,
QUICK COOKING ROLLED OATS,Bob's Red Mill,39978033765,openfoodfacts,2025-09-09T20:02:12.563012,grain,oats,100.0,400.0,68.8888888888889,8.88888888888889,2.22222222222222,0.0,,13.3333333333333,6.66666666666667,0.0,gluten free Whole Grain Oats,"{'carbs_g': '68.9g', 'fiber_g': '8.9g', 'sugar_g': '2.2g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '13.3g', 'fat_g': '6.7g', 'sodium_mg': '0mg'}",60.000000000000014,
Organic steel cut oats,Bob's Red Mill,39978039576,openfoodfacts,2025-09-09T20:02:15.747214,grain,oats,44.0,170.0,31.0,4.0,1.0,0.0,,4.0,3.5,0.0,Organic whole grain oats.,"{'carbs_g': '31.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '3.5g', 'sodium_mg': '0mg'}",27.0,
Organic Quick Cooking Steel Cut Oats,Bob’s Red Mill,39978039606,openfoodfacts,2025-09-09T20:02:21.884531,grain,oats,36.0,140.0,25.0,4.0,0.0,,,4.0,2.5,0.0,Organic whole grain oats.,"{'carbs_g': '25.0g', 'fiber_g': '4.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",21.0,
Scottish Oatmeal,Bob's Red Mill,39978041210,openfoodfacts,2025-09-09T20:02:46.240380,grain,oats,36.0,140.0,26.0,2.99,0.0,,,4.0,2.0,0.0,Whole grain oats.,"{'carbs_g': '26.0g', 'fiber_g': '3.0g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '2.0g', 'sodium_mg': '0mg'}",23.01,
Steel Cut Oats,Bob's Red Mill,39978041401,openfoodfacts,2025-09-09T20:02:13.340012,grain,oats,44.0,169.84,31.02,5.0,0.999,,,5.016,2.5,0.0,Whole Grain Oats,"{'carbs_g': '31.0g', 'fiber_g': '5.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",26.02,
Organic Whole Grain Rolled Oats,Bob's Red Mill,39978049520,openfoodfacts,2025-09-09T20:06:27.151173,grain,oats,48.0,180.0,33.0,4.0,1.0,0.0,,5.0,3.5,0.0,Organic whole grain oats.,"{'carbs_g': '33.0g', 'fiber_g': '4.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.5g', 'sodium_mg': '0mg'}",29.0,
Muesli Whole Grain Cereal,Bob's Red Mill,39978501035,openfoodfacts,2025-09-09T20:06:37.442596,grain,oats,35.0,140.0,23.0,4.0,5.0,,,4.0,3.0,0.0,"WHOLE GRAIN WHEAT, DATE CRUMBLES, SUNFLOWER SEEDS, RAISINS, WHOLE GRAIN RYE, WHOLE GRAIN BARLEY, WHOLE GRAIN OATS, WHOLE GRAIN TRITICALE (WHEAT), FLAXSEED, ALMONDS AND WALNUTS.","{'carbs_g': '23.0g', 'fiber_g': '4.0g', 'sugar_g': '5.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",19.0,
Copos de avena,Brüggen,4008713756661,openfoodfacts,2025-09-09T20:06:04.093680,grain,oats,40.0,150.0,23.6,4.0,0.28,,,5.6,2.8,3.2,oats,"{'carbs_g': '23.6g', 'fiber_g': '4.0g', 'sugar_g': '0.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.6g', 'fat_g': '2.8g', 'sodium_mg': '3mg'}",19.6,
Nogger das original,Danone,40561219,openfoodfacts,2025-09-09T20:07:49.040661,dessert,ice-cream,67.0,210.0,18.1,,14.7,,,2.41,14.1,37.5,"Entrahmte MILCH, Kokosfett, Zucker, Glukose-Fruktose-Sirup, Wasser, fettarmer HASELNUSS-Stückchen, fettarmer Kakao (3%), WEIZENMEHL, MOLKENERZEUGNIS, Emulatoren (Mono - und Diglyceride von Speisefettsäuren,  Ammoniumphosphatide), Stabilisatoren (Guarkernmehl, Johannesbrotkernmehl, Carrageen), Backtriebmittel (Ammoniumcarbonate), Salz, Aroma (mi MILCH), _Soja_, _Nüsse_, _Erdnuss_","{'carbs_g': '18.1g', 'fiber_g': 'not listed', 'sugar_g': '14.7g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.4g', 'fat_g': '14.1g', 'sodium_mg': '38mg'}",18.1,
pain de mie grandes tranches spécial sandwich complet,Maître Jean Pierre,4056489007180,openfoodfacts,2025-09-12T17:49:14.934968+00:00,cereal,cereal,5.0,96.8,16.1,2.36,1.88,,,3.11,1.69,150.0,"61% farine de blé complet, eau, sucre, 3% farine de blé, huile de colza, sel, levure, farine de fève, arôme, alcool","{'carbs_g': '16.1g', 'fiber_g': '2.4g', 'sugar_g': '1.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.1g', 'fat_g': '1.7g', 'sodium_mg': '150mg'}",13.740000000000002,
Noisettes grillées,Alesto,4056489033042,openfoodfacts,2025-09-12T17:29:31.577463+00:00,nut,nuts-seeds,30.0,217.0,1.05,2.46,1.05,,,4.29,21.1,3.6,roasted hazelnuts,"{'carbs_g': '1.1g', 'fiber_g': '2.5g', 'sugar_g': '1.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.3g', 'fat_g': '21.1g', 'sodium_mg': '4mg'}",0.0,
Petit Pains Grillés Blé complet,Maître Jean Pierre,4056489039518,openfoodfacts,2025-09-12T17:50:32.573980+00:00,cereal,cereal,100.0,408.0,66.0,6.9,4.2,,,10.0,10.0,400.0,"Farine de _blé_ complet 45%, farine de _blé_ 45%, huile de colza, sucre, levure, sel, gluten de _blé_, agent de traitement de la farine (acide ascorbique)","{'carbs_g': '66.0g', 'fiber_g': '6.9g', 'sugar_g': '4.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '10.0g', 'sodium_mg': '400mg'}",59.1,
Schoko Müsli,Crownfield,4056489255499,openfoodfacts,2025-09-09T20:06:14.002964,grain,oats,50.0,205.0,30.3,4.1,8.75,,,5.6,5.9,18.0,"63% Hafervollkornflocken, Vollmilchschokoladenstücke (Zucker, Kakaomasse*, Vollmilchpulver, Kakaobutter*, Emulgator: Lecithine), Zartbitterschokoladenplättchen (Kakaomasse, Zucker, Kakaobutter*, Emulgator: Lecithine), Reis-Kakao-Extrudat (Reismehl, Zucker, Glukosesirup, fettarmes Kakaopulver*, Speisesalz), Knuspermüsli [Hafervollkornflocken, Zucker, Palmöl, Weizenvollkornflocken, Reis-Extrudat (Reismehl, Zucker, Weizenkleber, Malzmehl (Gerste, Weizen), Speisesalz), Kokosraspel, kakaohaltiges Getränkepulver (Zucker, fettarmes Kakaopulver*, Dextrose, Speisesalz, natürliches Aroma), Glukose-Fruktose-Sirup, natürliches Aroma], 2% Mandeldragee (Zucker, Mandeln, Invertzuckersirup, Karamellzuckersirup). Kann Spuren von anderen Schalenfrüchten, Erdnüssen, Soja, Sesam, Senf und Lupinen enthalten.","{'carbs_g': '30.3g', 'fiber_g': '4.1g', 'sugar_g': '8.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.6g', 'fat_g': '5.9g', 'sodium_mg': '18mg'}",26.200000000000003,
Crema de cacahuete,Maribel,4056489620938,openfoodfacts,2025-09-12T17:29:30.963761+00:00,nut,nuts-seeds,100.0,683.0,12.0,9.2,3.9,,,30.4,55.0,0.03,100% cacahuètes grillées. Traces éventuelles de soja.,"{'carbs_g': '12.0g', 'fiber_g': '9.2g', 'sugar_g': '3.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '30.4g', 'fat_g': '55.0g', 'sodium_mg': '0mg'}",2.8000000000000007,
4061459275735,,4061459275735,openfoodfacts,2025-09-09T20:03:18.652209,grain,rice,100.0,0.0,34.0,,,,,3.0,,0.0,BROWN BASMATI RICE.,"{'carbs_g': '34.0g', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",34.0,
Almond No Sugars,Acti Leaf,4061459332896,openfoodfacts,2025-09-09T20:09:40.596435,nut,nuts-seeds,250.0,38.0,0.5,0.3,0.0,,,1.5,3.3,130.0,"Water, _Almond_ (2.3%), Minerals (Calcium Citrate), Sea Salt, Stabiliser: Gellan Gum; Vitamins (Riboflavin, Vitamin B12, Vitamin D, Vitamin E).","{'carbs_g': '0.5g', 'fiber_g': '0.3g', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '1.5g', 'fat_g': '3.3g', 'sodium_mg': '130mg'}",0.2,
Walnusskerne,August Töpfer,4061461689087,openfoodfacts,2025-09-09T20:07:02.641101,nut,nuts-seeds,30.0,220.0,1.83,1.38,0.81,,,4.83,21.2,0.0,walnut,"{'carbs_g': '1.8g', 'fiber_g': '1.4g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.8g', 'fat_g': '21.2g', 'sodium_mg': '0mg'}",0.4500000000000002,
Trail-Mix Kerne,Farmer,4061462713910,openfoodfacts,2025-09-12T14:59:40.624923+00:00,nut,nuts-seeds,100.0,622.0,11.0,7.9,4.4,,,25.0,52.0,16.0,"Erdnusskerne, Cashewkerne, 20% geröstete Kürbiskerne, Mandeln, Sonnenblumenöl. Kann Spuren von anderen Schalenfrüchten enthalten.","{'carbs_g': '11.0g', 'fiber_g': '7.9g', 'sugar_g': '4.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '25.0g', 'fat_g': '52.0g', 'sodium_mg': '16mg'}",3.0999999999999996,
4061464373990,Simply Nature,4061464373990,openfoodfacts,2025-09-09T20:02:42.758110,grain,oats,40.0,150.0,30.0,3.0,12.0,11.0,,3.0,2.0,180.0,"INGREDIENTS: ORGANIC WHOLE GRAIN ROLLED OATS, ORGANIC CANE SUGAR, ORGANIC MAPLE SUGAR, CONTAINS LESS THAN 2% OF SEA SALT. NATURAL FLAVOR, ORGANIC NATURAL FLAVOR.","{'carbs_g': '30.0g', 'fiber_g': '3.0g', 'sugar_g': '12.0g', 'added_sugar_g': '11.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '2.0g', 'sodium_mg': '180mg'}",27.0,
Haferdrink Natur,DmBio,4067796002003,openfoodfacts,2025-09-09T20:10:00.628613,grain,oats,100.0,40.0,6.0,0.5,5.2,,,0.6,1.4,52.0,"Wasser, 11%Vollkornhafer, Sonnenblumenöl, Meersalz","{'carbs_g': '6.0g', 'fiber_g': '0.5g', 'sugar_g': '5.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.6g', 'fat_g': '1.4g', 'sodium_mg': '52mg'}",5.5,
Seeded Sourdough Bread,Specially Selected,4088600246291,openfoodfacts,2025-09-12T17:49:25.819610+00:00,cereal,cereal,58.0,154.0,24.9,3.19,0.29,,,5.51,2.84,195.0,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, MIXED SEEDS (10%) (Brown Linseed, Millet Seeds, Golden Linseed, Sunflower Seeds, Poppy Seeds, Pumpkin Seeds), Rye Flour, Malted Wheat, Salt, Wheat Bran, Malted Barley Flour,","{'carbs_g': '24.9g', 'fiber_g': '3.2g', 'sugar_g': '0.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.5g', 'fat_g': '2.8g', 'sodium_mg': '195mg'}",21.709999999999997,
Mixed Nuts,The Foodie Market,4088600272689,openfoodfacts,2025-09-12T17:31:37.887051+00:00,nut,nuts-seeds,30.0,194.0,1.0,3.2,1.2,,,6.1,17.6,4.0,"ALMONDS 25%, CASHEW NUTS 25%, HAZELNUTS 25%, WALNUTS 25%","{'carbs_g': '1.0g', 'fiber_g': '3.2g', 'sugar_g': '1.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.1g', 'fat_g': '17.6g', 'sodium_mg': '4mg'}",0.0,
